KEY,English,Deutsch,Français,Italiano,Spanish,Portuguese (Euro),Portuguese (Brazil),Polish,Russian,Japanese,Chinese (simplified),Chinese (traditional),Korean,Turkish,Greek,Dutch,Vietnamese
dialogue_ue4Mm0G,Gamestart: <color=#00ffff>Masperon</color>,Gamestart: <color=#00ffff>Masperon</color>,Début de jeu : <color=#00ffff>Masperon</color>,Gamestart: <color=#00ffff>Masperon</color>,Inicio del juego: <color=#00ffff>Masperon</color>,,Gamestart: <color=#00ffff>Masperon</color>,,Начало игры: <color=#00ffff>Masperon</color>,,游戏开始: <color=#00ffff>Masperon</color>,,,,,,
dialogue_CSCabCu,Gamestart: <color=#00ffff>Ashon II</color>,Gamestart: <color=#00ffff>Ashon II</color>,Début de jeu : <color=#00ffff>Ashon II</color>,Gamestart: <color=#00ffff>Ashon II</color>,Inicio del juego: <color=#00ffff>Ashon II</color>,,Gamestart: <color=#00ffff>Ashon II</color>,,Начало игры: <color=#00ffff>Ashon II</color>,,游戏开始: <color=#00ffff>Ashon II</color>,,,,,,
dialogue_Wmii4i8,<color=#34c200>Set:</color> HekatonARKGameMasterVisited,<color=#34c200>Set:</color> HekatonARKGameMasterVisited,<color=#34c200>Définir :</color> HekatonARKGameMasterVisited,<color=#34c200>Impostazione:</color> HekatonARKGameMasterVisited,<color=#34c200>Conjunto:</color> HekatonARKGameMasterVisited,,<color=#34c200>Conjunto:</color> HekatonARKGameMasterVisited,,<color=#34c200>Установить:</color> HekatonARKGameMasterVisited,,<color=#34c200>设置:</color> HekatonARKGameMasterVisited,,,,,,
dialogue_8mfO0q8,<color=#ffae00>Reset:</color> HekatonARKGameMasterVisited,<color=#ffae00>Reset:</color> HekatonARKGameMasterVisited,<color=#ffae00>Réinitialiser :</color> HekatonARKGameMasterVisited,<color=#ffae00>Ripristina:</color> HekatonARKGameMasterVisited,<color=#ffae00>Reiniciar:</color> HekatonARKGameMasterVisited,,<color=#ffae00>Reiniciar:</color> HekatonARKGameMasterVisited,,<color=#ffae00>Сброс:</color> HekatonARKGameMasterVisited,,<color=#ffae00>重置:</color> HekatonARKGameMasterVisited,,,,,,
dialogue_8GoeACO,Is the event <color=#ffffff>dangerous</color>?,Ist das Ereignis <color=#ffffff>gefährlich</color>?,L'événement est-il <color=#ffffff>dangereux</color> ?,L'evento è <color=#ffffff>pericoloso</color>?,¿Es el evento <color=#ffffff>peligroso</color>?,,O evento é <color=#ffffff>perigoso</color>?,,Событие <color=#ffffff>опасно</color>?,,这个事件<color=#ffffff>危险</color>吗?,,,,,,
dialogue_GeSYeKu,"No, not directly. Unlike in the past, the event is now carried out using the latest holographic event technology. As soon as you step through the <color=#ffffff>connection portal</color>, however, everything will feel real, including injuries. But don't worry, the latest update of the technology means that long-term effects are virtually impossible. It's different for the <color=#ffffff>test pilots</color>. Initially, they still have to personally set up and test the planned routes in the real world to ensure successful holography.","Nein, nicht direkt. Im Gegensatz zur Vergangenheit wird das Ereignis jetzt mit der neuesten holografischen Ereignistechnologie durchgeführt. Sobald du jedoch durch das <color=#ffffff>Verbindungsportal</color> trittst, wird sich alles real anfühlen, einschließlich Verletzungen. Aber keine Sorge, das neueste Update der Technologie bedeutet, dass langfristige Auswirkungen praktisch unmöglich sind. Anders sieht es für die <color=#ffffff>Testpiloten</color> aus. Zunächst müssen sie die geplanten Routen persönlich im realen Leben einrichten und testen, um eine erfolgreiche Holographie zu gewährleisten.","Non, pas directement. Contrairement au passé, l'événement est désormais réalisé en utilisant la dernière technologie d'événements holographiques. Dès que vous franchissez le <color=#ffffff>portail de connexion</color>, cependant, tout semblera réel, y compris les blessures. Mais ne vous inquiétez pas, la dernière mise à jour de la technologie signifie que les effets à long terme sont pratiquement impossibles. C'est différent pour les <color=#ffffff>pilotes d'essai</color>. Au départ, ils doivent encore configurer et tester personnellement les itinéraires prévus dans le monde réel pour garantir une holographie réussie.","No, non direttamente. A differenza del passato, l'evento ora viene svolto utilizzando la più recente tecnologia olografica per eventi. Tuttavia, non appena attraversi il <color=#ffffff>portale di connessione</color>, tutto sembrerà reale, comprese le ferite. Ma non preoccuparti, l'ultimo aggiornamento della tecnologia significa che gli effetti a lungo termine sono praticamente impossibili. È diverso per i <color=#ffffff>piloti di prova</color>. Inizialmente, devono ancora impostare e testare personalmente i percorsi pianificati nel mondo reale per garantire una olografia di successo.","No, no directamente. A diferencia del pasado, el evento ahora se lleva a cabo utilizando la última tecnología de eventos holográficos. Sin embargo, tan pronto como atravieses el <color=#ffffff>portal de conexión</color>, todo se sentirá real, incluidas las lesiones. Pero no te preocupes, la última actualización de la tecnología significa que los efectos a largo plazo son prácticamente imposibles. Es diferente para los <color=#ffffff>pilotos de prueba</color>. Inicialmente, ellos todavía tienen que configurar y probar personalmente las rutas planificadas en el mundo real para asegurar una holografía exitosa.",,"Não, não diretamente. Ao contrário do passado, o evento agora é realizado usando a mais recente tecnologia de eventos holográficos. Assim que você atravessar o <color=#ffffff>portal de conexão</color>, no entanto, tudo parecerá real, incluindo ferimentos. Mas não se preocupe, a atualização mais recente da tecnologia significa que efeitos a longo prazo são virtualmente impossíveis. É diferente para os <color=#ffffff>pilotos de teste</color>. Inicialmente, eles ainda precisam configurar e testar pessoalmente as rotas planejadas no mundo real para garantir uma holografia bem-sucedida.",,"Нет, не напрямую. В отличие от прошлого, событие теперь проводится с использованием новейшей технологии голографических событий. Как только вы пройдете через <color=#ffffff>портал связи</color>, все будет казаться реальным, включая травмы. Но не переживайте, последнее обновление технологии делает долгосрочные последствия практически невозможными. С <color=#ffffff>тестовыми пилотами</color> все иначе. Сначала им все еще нужно лично настроить и протестировать запланированные маршруты в реальном мире, чтобы обеспечить успешную голографию.",,"不,直接来说不是。与过去不同,这个事件现在使用最新的全息事件技术进行。一旦你穿过<color=#ffffff>连接传送门</color>,一切都会感觉真实,包括受伤。但别担心,最新的技术更新意味着长期影响几乎是不可能的。对于<color=#ffffff>测试飞行员</color>来说情况不同。他们最初仍需在现实世界中亲自设置和测试计划路线,以确保全息技术的成功。",,,,,,
dialogue_4GSCia8,@d0SkillonPiratesMission: {SkillonPiratesMission}\nSkillonPiratesDirectionGiven: {SkillonPiratesDirectionGiven}\nSkillonPiratesScrummer: {SkillonPiratesScrummer}\nSkillonPiratesSekhVisited: {SkillonPiratesSekhVisited},@d0SkillonPiratesMission: {SkillonPiratesMission}\nSkillonPiratesDirectionGiven: {SkillonPiratesDirectionGiven}\nSkillonPiratesScrummer: {SkillonPiratesScrummer}\nSkillonPiratesSekhVisited: {SkillonPiratesSekhVisited},@d0SkillonPiratesMission : {SkillonPiratesMission}\nSkillonPiratesDirectionGiven : {SkillonPiratesDirectionGiven}\nSkillonPiratesScrummer : {SkillonPiratesScrummer}\nSkillonPiratesSekhVisited : {SkillonPiratesSekhVisited},@d0SkillonPiratesMission: {SkillonPiratesMission}\nSkillonPiratesDirectionGiven: {SkillonPiratesDirectionGiven}\nSkillonPiratesScrummer: {SkillonPiratesScrummer}\nSkillonPiratesSekhVisited: {SkillonPiratesSekhVisited},@d0SkillonPiratesMission: {SkillonPiratesMission}\nSkillonPiratesDirectionGiven: {SkillonPiratesDirectionGiven}\nSkillonPiratesScrummer: {SkillonPiratesScrummer}\nSkillonPiratesSekhVisited: {SkillonPiratesSekhVisited},,@d0SkillonPiratesMission: {SkillonPiratesMission}\nSkillonPiratesDirectionGiven: {SkillonPiratesDirectionGiven}\nSkillonPiratesScrummer: {SkillonPiratesScrummer}\nSkillonPiratesSekhVisited: {SkillonPiratesSekhVisited},,@d0SkillonPiratesMission: {SkillonPiratesMission}\nSkillonPiratesDirectionGiven: {SkillonPiratesDirectionGiven}\nSkillonPiratesScrummer: {SkillonPiratesScrummer}\nSkillonPiratesSekhVisited: {SkillonPiratesSekhVisited},,@d0斯基隆海盗任务：{SkillonPiratesMission}\n已下达斯基隆海盗指令：{SkillonPiratesDirectionGiven}\n斯基隆海盗搅局者：{SkillonPiratesScrummer}\n已访问斯基隆海盗塞赫：{SkillonPiratesSekhVisited},,,,,,
dialogue_Gwa00aA,Set Mission Progress,Setze Missionsfortschritt,Définir la progression de la mission,Imposta il progresso della missione,Establecer el progreso de la misión,,Definir Progresso da Missão,,Установить прогресс миссии,,设置任务进度,,,,,,
dialogue_SRSS4WS,@d0Deserted Powers \nSkillonPiratesMission: {SkillonPiratesMission},@d0Verlassene Mächte \nSkillonPiratesMission: {SkillonPiratesMission},@d0Pouvoyeurs Désertés \nSkillonPiratesMission : {SkillonPiratesMission},@d0Poteri Abbandonati \nSkillonPiratesMission: {SkillonPiratesMission},@d0Poderes Desiertos \nSkillonPiratesMission: {SkillonPiratesMission},,@d0Poderes Desertos \nSkillonPiratesMission: {SkillonPiratesMission},,@d0Пустынные Силы \nSkillonPiratesMission: {SkillonPiratesMission},,@d0Deserted Powers \nSkillonPiratesMission: {SkillonPiratesMission},,,,,,
dialogue_KOmCK0u,Back to overview,Zurück zur Übersicht,Retour à l'aperçu,Torna all'overview,Volver a la vista general,,Voltar para a visão geral,,Назад к обзору,,返回概览,,,,,,
dialogue_S4O0SuS,Mission 1 - accepted,Mission 1 - akzeptiert,Mission 1 - acceptée,Missione 1 - accettata,Misión 1 - aceptada,,Missão 1 - aceita,,Миссия 1 - принята,,任务 1 - 已接受,,,,,,
dialogue_KOu8CGu,Mission 2 - accepted,Mission 2 - akzeptiert,Mission 2 - acceptée,Missione 2 - accettata,Misión 2 - aceptada,,Missão 2 - aceita,,Миссия 2 - принята,,任务 2 - 已接受,,,,,,
dialogue_iiia4CO,Mission 3 - accepted,Mission 3 - akzeptiert,Mission 3 - acceptée,Missione 3 - accettata,Misión 3 - aceptada,,Missão 3 - aceita,,Миссия 3 - принята,,任务 3 - 已接受,,,,,,
dialogue_a8K8OOS,Mission 4 - accepted,Mission 4 - akzeptiert,Mission 4 - accepté,Missione 4 - accettata,Misión 4 - aceptada,,Missão 4 - aceita,,Миссия 4 - принята,,任务 4 - 已接受,,,,,,
dialogue_SKaGOGa,Mission 5 - accepted,Mission 5 - akzeptiert,Mission 5 - accepté,Missione 5 - accettata,Misión 5 - aceptada,,Missão 5 - aceita,,Миссия 5 - принята,,任务 5 - 已接受,,,,,,
dialogue_CSKGq2u,Post-Credits (Finale),Post-Credits (Finale),Post-Crédit (Finale),Post-Crediti (Finale),Post-Créditos (Final),,Pós-Créditos (Final),,Пост-кредиты (Финал),,后期制作 (终章),,,,,,
dialogue_44Se8WG,<color=#ff0000>RESET</color>,<color=#ff0000>RESET</color>,<color=#ff0000>RÉINITIALISER</color>,<color=#ff0000>RESET</color>,<color=#ff0000>REINICIAR</color>,,<color=#ff0000>REINICIAR</color>,,<color=#ff0000>СБРОС</color>,,<color=#ff0000>重置</color>,,,,,,
dialogue_COiqGmW,<color=#34c200>Set: </color>SkillonPiratesSekhVisited,<color=#34c200>Set: </color>SkillonPiratesSekhVisited,<color=#34c200>Définir : </color>SkillonPiratesSekhVisited,<color=#34c200>Imposta: </color>SkillonPiratesSekhVisited,<color=#34c200>Establecer: </color>SkillonPiratesSekhVisited,,<color=#34c200>Definir: </color>SkillonPiratesSekhVisited,,<color=#34c200>Установить: </color>SkillonPiratesSekhVisited,,<color=#34c200>设置: </color>SkillonPiratesSekhVisited,,,,,,
dialogue_KCi2mm8,<color=#ff0000>Reset:</color> SkillonPiratesSekhVisited,<color=#ff0000>Zurücksetzen:</color> SkillonPiratesSekhVisited,<color=#ff0000>Réinitialiser :</color> SkillonPiratesSekhVisited,<color=#ff0000>Reset:</color> SkillonPiratesSekhVisited,<color=#ff0000>Reiniciar:</color> SkillonPiratesSekhVisited,,<color=#ff0000>Reiniciar:</color> SkillonPiratesSekhVisited,,<color=#ff0000>Сброс:</color> SkillonPiratesSekhVisited,,<color=#ff0000>重置:</color> SkillonPiratesSekhVisited,,,,,,
dialogue_qa460Ke,<color=#34c200>Set:</color> SkillonPiratesScrummer,<color=#34c200>Set:</color> SkillonPiratesScrummer,<color=#34c200>Définir :</color> SkillonPiratesScrummer,<color=#34c200>Imposta:</color> SkillonPiratesScrummer,<color=#34c200>Establecer:</color> SkillonPiratesScrummer,,<color=#34c200>Definir:</color> SkillonPiratesScrummer,,<color=#34c200>Установить:</color> SkillonPiratesScrummer,,<color=#34c200>设置:</color> SkillonPiratesScrummer,,,,,,
dialogue_4Sqe8mI,<color=#ff0000>Reset:</color> SkillonPiratesScrummer,<color=#ff0000>Zurücksetzen:</color> SkillonPiratesScrummer,<color=#ff0000>Réinitialiser :</color> SkillonPiratesScrummer,<color=#ff0000>Reset:</color> SkillonPiratesScrummer,<color=#ff0000>Reiniciar:</color> SkillonPiratesScrummer,,<color=#ff0000>Reiniciar:</color> SkillonPiratesScrummer,,<color=#ff0000>Сброс:</color> SkillonPiratesScrummer,,<color=#ff0000>重置:</color> SkillonPiratesScrummer,,,,,,
dialogue_aeSuaKe,<color=#34c200>Set:</color> SkillonPiratesDirectionGiven,<color=#34c200>Set:</color> SkillonPiratesDirectionGiven,<color=#34c200>Définir :</color> SkillonPiratesDirectionGiven,<color=#34c200>Imposta:</color> SkillonPiratesDirectionGiven,<color=#34c200>Establecer:</color> SkillonPiratesDirectionGiven,,<color=#34c200>Definir:</color> SkillonPiratesDirectionGiven,,<color=#34c200>Установить:</color> SkillonPiratesDirectionGiven,,<color=#34c200>设置:</color> SkillonPiratesDirectionGiven,,,,,,
